Accession;TM domains;Signal peptide;TM string
O43603;7;0;o26-51i63-88o100-121i142-163o186-208i238-263o275-295i
O43609;1;0;o255-276i
O43610;1;0;o219-239i
O43612;0;Y;n11-22c33/34o
O43613;7;0;o47-72i84-104o124-142i163-182o214-236i299-320o335-361i
O43614;7;0;o55-80i92-112o132-150i171-190o222-244i303-322o342-367i
O43615;0;0;i
O43617;0;0;i
O43623;0;0;i
O43633;0;0;i
O43639;0;0;i
O43653;0;Y;n3-14c19/20o
O43660;0;0;i
O43663;0;0;i
O43665;0;0;i
O43670;0;0;i
O43674;1;0;i71-93o
O43676;1;0;o70-88i
O43678;0;0;i
O43679;0;0;i
O43680;0;0;i
O43681;0;0;i
O43683;0;0;i
O43684;0;0;i
O43687;0;0;i
O43688;6;0;i7-32o52-78i90-109o162-182i194-213o225-247i
O43699;1;Y;n13-21c26/27o347-368i
O43704;0;0;i
O43707;0;0;i
O43708;0;0;i
O43709;1;0;i142-161o
O43711;0;0;i
O43715;0;0;i
O43716;0;0;i
O43719;0;0;i
O43731;7;0;o6-24i36-56o62-80i92-112o118-138i150-167o179-199i
O43734;0;0;i
O43739;0;0;i
O43741;0;0;i
O43745;0;0;i
O43747;0;0;i
O43749;8;0;i26-47o59-79i91-108o114-133i140-158o204-226i238-260o272-292i
O43752;1;0;i235-254o
O43759;4;0;i30-49o69-92i104-128o148-169i
O43760;4;0;i26-47o70-92i104-128o148-167i
O43761;4;0;i26-44o64-88i109-128o148-168i
O43763;0;0;i
O43765;0;0;i
O43766;0;0;i
O43768;0;0;i
O43772;3;0;i12-31o75-95i107-128o
O43776;0;0;i
O43781;0;0;i
O43790;0;0;i
O43791;0;0;i
O43795;0;0;i
O43805;0;0;i
O43808;5;0;o12-30i67-85o105-125i200-223o274-301i
O43809;0;0;i
O43813;0;0;i
O43815;0;0;i
O43818;0;0;i
O43819;1;0;o61-80i
O43820;0;Y;n5-16c20/21o
O43822;0;0;i
O43823;0;0;i
O43825;1;0;i21-43o
O43826;10;0;o6-26i84-109o137-160i167-187o225-243i264-283o303-322i329-353o365-384i396-414o
O43827;0;Y;n6-17c26/27o
O43829;0;0;i
O43837;0;0;i
O43847;0;0;i
O43852;0;Y;n6-14c19/20o
O43854;0;Y;n4-15c23/24o
O43861;10;0;i156-174o180-199i383-403o409-428i935-957o963-983i1013-1033o1039-1060i1067-1086o1106-1130i
O43865;0;0;i
O43866;0;Y;n2-13c19/20o
O43868;13;0;i80-99o105-123i143-162o174-190i197-217o257-278i290-313o333-355i362-381o423-441i453-472o527-552i564-587o
O43889;1;0;o226-247i
O43895;0;Y;n7-18c23/24o
O43896;0;0;i
O43897;0;Y;n11-22c30/31o
O43900;0;0;i
O43903;0;0;i
O43909;1;0;i29-51o
O43913;0;0;i
O43914;1;Y;n10-22c27/28o43-64i
O43915;0;Y;n5-16c21/22o
O43916;0;Y;n7-18c23/24o
O43918;0;0;i
O43920;0;0;i
O43921;0;Y;n8-18c26/27o
O43924;0;0;i
O43927;0;Y;n3-14c22/23o
O43929;0;0;i
O43933;0;0;i
O60216;0;0;i
O60218;0;0;i
O60220;0;0;i
O60229;0;0;i
O60231;0;0;i
O60232;0;0;i
O60235;1;0;o16-42i
O60237;0;0;i
O60238;1;0;i185-207o
O60239;0;0;i
O60240;0;0;i
O60241;8;Y;n16-27c32/33o936-957i969-990o1002-1026i1038-1056o1076-1103i1124-1142o1154-1174i1181-1201o
O60242;8;0;i7-25o879-901i913-931o943-961i982-1001o1021-1044i1099-1120o1126-1150i
O60243;0;Y;n18-31c43/44o
O60244;0;0;i
O60248;0;0;i
O60256;0;0;i
O60258;0;Y;n10-21c25/26o
O60259;0;Y;n14-23c28/29o
O60260;0;0;i
O60264;0;0;i
O60266;12;0;i78-100o106-126i138-157o169-185i190-210o230-247i633-653o665-687i708-733o753-770i777-795o840-857i
O60269;0;0;i
O60271;0;0;i
O60281;0;0;i
O60282;0;0;i
O60284;0;0;i
O60285;0;0;i
O60291;0;0;i
O60292;0;0;i
O60293;0;0;i
O60294;0;0;i
O60296;0;0;i
O60303;0;0;i
O60304;0;0;i
O60306;0;0;i
O60307;0;0;i
O60308;0;0;i
O60312;10;0;i87-104o110-128i310-333o357-379i1092-1114o1120-1141i1171-1194o1200-1221i1228-1248o1273-1292i
O60313;0;0;i
O60315;0;0;i
O60318;0;0;i
O60331;0;0;i
O60333;0;0;i
O60336;0;0;i
O60337;15;0;o75-94i101-127o139-163i290-312o332-356i368-394o422-442i480-502o522-540i633-655o675-699i720-743o763-785i805-828o848-867i
O60341;0;Y;n7-18c23/24o
O60343;0;0;i
O60346;0;Y;n25-36c44/45o
O60353;7;Y;n4-13c18/19o201-222i234-254o284-312i324-345o369-393i413-438o473-494i
O60356;0;0;i
O60359;4;0;i12-35o106-127i134-157o177-201i
O60381;0;0;i
O60383;0;Y;n8-19c37/38o
O60391;5;Y;n6-15c20/21o541-559i571-593o613-632i644-669o828-847i
O60393;0;0;i
O60423;10;0;i157-174o180-198i381-402o422-448i1000-1020o1026-1048i1074-1096o1116-1136i1143-1167o1187-1211i
O60427;4;0;i130-151o157-177i265-288o300-326i
O60437;0;0;i
O60443;0;0;i
O60447;0;0;i
O60449;1;Y;n12-22c31/32o1667-1691i
O60462;1;Y;n4-15c22/23o865-890i
O60469;1;Y;n3-13c17/18o1595-1616i
O60476;1;0;i37-57o
O60477;0;0;i
O60478;7;0;o47-68i80-100o112-136i156-180o200-217i238-260o291-313i
O60479;0;0;i
O60481;0;0;i
O60486;2;Y;n19-29c34/35o945-966i1085-1106o
O60487;1;Y;n10-21c26/27o151-175i
O60488;1;0;i7-32o
O60493;0;0;i
O60494;0;Y;n8-18c23/24o
O60496;0;0;i
O60499;1;0;i229-248o
O60500;1;Y;n9-17c22/23o1062-1086i
O60502;0;0;i
O60503;12;0;i116-136o142-164i176-198o218-235i242-261o281-300i788-809o821-843i855-880o892-910i922-939o977-996i
O60504;0;0;i
O60506;0;0;i
O60507;0;Y;n9-24c28/29o
O60508;0;Y;n3-10c15/16o
O60512;0;Y;n10-21c39/40o
O60513;0;Y;n15-26c31/32o
O60516;0;0;i
O60519;0;0;i
O60524;0;0;i
O60543;0;0;i
O60547;0;0;i
O60548;0;0;i
O60551;0;0;i
O60563;0;0;i
O60565;0;Y;n8-19c24/25o
O60566;0;0;i
O60568;0;Y;n10-18c24/25o
O60573;0;0;i
O60583;0;0;i
O60602;1;Y;n7-15c20/21o640-660i
O60603;1;Y;n4-14c18/19o589-612i
O60609;1;Y;n10-21c29/30o382-399i
O60610;0;0;i
O60613;0;Y;n11-26c33/34o
O60635;4;0;i12-34o54-73i85-110o212-238i
O60636;4;0;i12-34o54-75i87-111o188-214i
O60641;0;0;i
O60645;0;0;i
O60656;1;Y;n10-20c25/26o488-511i
O60658;0;0;i
O60662;0;0;i
O60663;0;0;i
O60664;0;0;i
O60667;1;0;o252-272i
O60669;12;0;i18-36o58-80i87-106o112-134i146-164o176-198i247-268o280-303i315-335o341-359i371-393o405-427i
O60671;0;0;i
O60673;0;0;i
O60674;0;0;i
O60675;0;0;i
O60678;0;0;i
O60682;0;0;i
O60683;1;0;o215-237i
O60684;0;0;i
O60687;0;Y;n10-21c29/30o
O60701;0;0;i
O60704;0;Y;n8-20c25/26o
O60706;17;0;o31-50i71-92o104-121i133-150o162-183i347-365o371-392i413-435o441-467i532-556o576-596i982-999o1005-1022i1034-1057o1127-1149i1225-1241o1247-1266i
O60711;0;0;i
O60716;0;0;i
O60721;11;0;i21-41o454-473i494-518o524-546i558-576o582-599i936-960o972-994i1001-1024o1036-1057i1069-1088o
O60725;6;0;i16-34o40-59i66-87o93-113i125-143o155-173i
O60729;0;0;i
O60733;2;0;i480-500o512-530i
O60741;6;0;i143-167o173-191i221-239o251-269i289-308o372-397i
O60749;0;0;i
O60755;7;0;o18-43i59-80o100-118i139-160o186-204i236-262o274-294i
O60759;0;0;i
O60760;0;0;i
O60762;0;0;i
O60763;0;0;i
O60779;12;0;i29-46o76-95i102-123o129-149i161-182o188-208i295-312o332-354i366-388o394-413i420-443o455-476i
O60783;0;Y;n2-10c14/15o
O60784;0;0;i
O60806;0;0;i
O60812;0;0;i
O60814;0;0;i
O60825;0;0;i
O60826;0;0;i
O60828;0;0;i
O60829;0;0;i
O60830;1;0;o110-133i
O60831;4;0;i41-62o68-85i97-117o123-142i
O60832;0;0;i
O60840;20;0;i96-113o133-152i164-180o237-260i316-337o349-371i530-548o563-581i659-678o728-750i872-890o910-930i942-968o988-1017i1072-1093o1113-1140i1191-1212o1224-1243i1326-1344o1417-1441i
O60841;0;0;i
O60844;0;Y;n2-13c18/19o
O60858;1;0;i317-336o
O60861;0;0;i
O60869;0;0;i
O60870;0;0;i
O60879;0;0;i
O60880;0;0;i
O60882;0;Y;n6-17c29/30o
O60883;5;Y;n7-19c24/25o128-156i168-188o208-227i248-270o310-333i
O60884;0;0;i
O60885;0;0;i
O60888;1;0;o6-31i
O60890;0;0;i
O60894;1;Y;n12-22c27/28o118-139i
O60895;1;Y;n23-34c42/43o145-166i
O60896;1;Y;n11-22c27/28o118-139i
O60902;0;0;i
O60906;2;0;i326-347o353-374i
O60907;0;0;i
O60909;1;0;i12-32o
O60911;0;Y;n3-12c17/18o
O60921;0;0;i
O60927;0;0;i
O60928;2;0;i55-78o134-158i
O60930;0;Y;n2-9c14/15o
O60931;7;Y;n6-14c19/20o129-150i162-186o206-226i233-256o262-282i302-318o338-357i
O60934;0;0;i
O60936;0;0;i
O60938;0;Y;n4-15c20/21o
O60939;1;Y;n11-24c29/30o158-180i
O60941;0;0;i
O60942;0;0;i
O75015;1;Y;n4-14c19/20o207-229i
O75019;1;Y;n4-15c23/24o462-480i
O75022;1;Y;n4-15c23/24o444-464i
O75023;1;Y;n3-15c23/24o457-479i
O75027;6;0;i140-165o185-206i260-287o293-314i383-405o411-431i
O75030;0;0;i
O75031;0;0;i
O75037;0;0;i
O75038;0;0;i
O75044;0;0;i
O75051;1;Y;n18-29c34/35o1236-1260i
O75052;0;0;i
O75054;1;Y;n3-14c19/20o1124-1147i
O75056;1;0;o385-409i
O75061;0;0;i
O75063;0;Y;n7-19c24/25o
O75069;2;0;o646-669i676-695o
O75072;0;Y;n8-15c19/20o
O75074;1;0;o497-523i
O75077;1;0;o793-816i
O75078;1;Y;n7-17c23/24o735-758i
O75081;0;0;i
O75083;0;0;i
O75084;7;Y;n6-24c32/33o255-277i289-309o338-363i383-402o422-448i469-492o527-549i
O75093;0;Y;n18-29c33/34o
O75094;0;Y;n16-26c33/34o
O75096;1;Y;n5-15c20/21o1724-1747i
O75106;0;Y;n6-25c32/33o
O75110;11;0;o65-87i99-118o258-277i298-322o328-347i846-866o872-894i924-944o950-971i978-998o1004-1030i
O75112;0;0;i
O75113;0;0;i
O75116;0;0;i
O75121;1;Y;n8-21c28/29o151-174i
O75122;0;0;i
O75127;0;0;i
O75128;0;0;i
O75129;2;Y;n31-42c49/50o204-229i431-450o
O75131;0;0;i
O75132;0;0;i
O75140;0;0;i
O75143;0;0;i
O75144;1;Y;n3-13c18/19o254-277i
O75145;0;0;i
O75146;0;0;i
O75147;0;0;i
O75150;0;0;i
O75151;0;0;i
O75152;0;0;i
O75154;0;0;i
O75155;0;0;i
O75159;0;0;i
O75161;0;0;i
O75164;0;0;i
O75165;2;0;o1087-1107i1119-1140o
O75167;0;0;i
O75170;0;0;i
O75173;1;0;i24-46o
O75175;0;0;i
O75177;0;0;i
O75179;0;0;i
O75182;0;0;i
O75185;8;0;i110-128o134-150i298-317o323-352i805-825o837-855i875-892o904-922i
O75190;0;0;i
O75191;0;0;i
O75192;1;0;o220-239i
O75197;1;Y;n12-23c31/32o1386-1407i
O75204;3;0;o91-117i129-150o170-196i
O75208;0;0;i
O75223;0;0;i
O75251;0;0;i
O75293;0;0;i
O75298;2;0;o364-389i463-495o
O75306;0;Y;n2-10c15/16o
O75309;1;Y;n2-13c18/19o784-805i
O75311;4;0;o6-27i255-277o318-341i434-454o
O75312;0;0;i
O75317;0;0;i
O75319;0;0;i
O75323;0;Y;n10-18c23/24o
O75324;1;0;o12-36i
O75326;1;Y;n33-40c44/45o640-665i
O75330;0;0;i
O75334;0;0;i
O75339;0;Y;n6-14c21/22o
O75340;0;0;i
O75342;0;0;i
O75343;0;0;i
O75344;0;0;i
O75347;0;0;i
O75348;0;0;i
O75351;0;0;i
O75354;1;0;i38-59o
O75355;2;0;i24-43o486-508i
O75356;0;Y;n3-14c19/20o
O75360;0;0;i
O75362;0;0;i
O75364;0;0;i
O75365;0;0;i
O75366;0;0;i
O75367;0;0;i
O75368;0;0;i
O75369;0;0;i
O75376;0;0;i
O75379;1;0;i116-137o
O75381;1;0;i109-127o
O75382;0;0;i
O75385;0;0;i
O75386;0;0;i
O75387;12;0;i12-39o75-94i106-124o130-154i166-185o191-211i304-324o354-376i419-443o449-470i482-504o510-532i
O75390;1;Y;n2-13c22/23o419-438i
O75396;1;0;i193-214o
O75398;0;Y;n16-27c32/33o
O75400;0;0;i
O75409;0;0;i
O75410;0;0;i
O75414;0;Y;n10-18c24/25o
O75417;0;0;i
O75419;0;0;i
O75420;0;0;i
O75425;2;0;i176-197o209-233i
O75427;1;Y;n3-11c16/17o658-677i
O75431;0;Y;n3-10c15/16o
O75436;0;0;i
O75438;1;0;o12-29i
O75439;0;0;i
O75443;1;Y;n9-19c24/25o2130-2149i
O75444;0;0;i
O75445;2;0;i12-30o5041-5063i
O75446;0;Y;n15-26c32/33o
O75448;3;0;o615-632i767-788o808-824i
O75449;0;0;i
O75452;1;0;i289-309o
O75460;1;Y;n6-17c21/22o444-466i
O75461;0;0;i
O75462;0;Y;n19-29c37/38o
O75469;0;0;i
O75473;7;Y;n6-16c21/22o558-583i595-619o639-660i681-702o722-747i768-791o803-823i
O75475;0;0;i
O75477;0;Y;n8-19c23/24o
O75478;0;0;i
O75486;0;0;i
O75487;1;Y;n4-16c22/23o534-551i
O75489;0;0;i
O75494;0;0;i
O75496;0;0;i
O75503;1;0;i24-42o
O75506;0;0;i
O75508;3;0;o83-103i124-143o155-179i
O75509;1;Y;n26-36c41/42o350-370i
O75521;0;0;i
O75525;0;0;i
O75528;0;0;i
O75529;0;0;i
O75530;0;0;i
O75531;0;0;i
O75533;2;0;o631-652i664-683o
O75534;0;0;i
O75553;0;0;i
O75554;0;0;i
O75556;0;Y;n3-14c18/19o
O75558;0;0;i
O75563;0;0;i
O75564;0;0;i
O75569;0;0;i
O75570;0;0;i
O75575;0;0;i
O75578;1;Y;n5-16c20/21o1119-1145i
O75581;1;Y;n3-14c19/20o1374-1394i
O75582;0;0;i
O75586;0;0;i
O75592;0;Y;n4-13c18/19o
O75593;0;0;i
O75594;0;Y;n7-16c21/22o
O75600;0;0;i
O75602;0;0;i
O75603;0;0;i
O75604;0;0;i
O75607;0;Y;n2-12c20/21o
O75608;0;0;i
O75610;0;Y;n4-15c23/24o
O75616;0;0;i
O75618;0;0;i
O75626;0;0;i
O75628;0;0;i
O75629;0;Y;n11-26c31/32o
O75631;1;Y;n4-13c31/32o208-235i
O75636;0;Y;n3-15c23/24o
O75638;0;0;i
O75643;0;0;i
O75648;0;Y;n7-15c20/21o
O75663;0;0;i
O75665;0;0;i
O75674;0;0;i
O75676;0;0;i
O75677;0;0;i
O75678;0;0;i
O75679;0;0;i
O75683;0;0;i
O75688;0;0;i
O75689;1;Y;n8-13c21/22o31-51i
O75691;0;0;i
O75694;0;Y;n3-10c18/19o
O75695;0;0;i
O75712;4;0;i20-39o77-97i128-149o186-211i
O75716;0;0;i
O75717;0;0;i
O75718;0;Y;n8-21c26/27o
O75746;0;0;i
O75747;0;0;i
O75751;12;0;i21-42o159-176i183-203o209-230i242-264o270-288i352-374o380-401i408-427o433-456i468-492o498-517i
O75752;1;0;i20-38o
O75762;7;0;i720-740o768-786i806-824o830-850i870-892o898-918i938-961o
O75771;0;0;i
O75781;0;0;i
O75783;7;0;i198-217o248-269i281-301o313-332i339-361o373-392i404-425o
O75787;1;Y;n2-12c16/17o309-329i
O75791;0;0;i
O75792;0;0;i
O75794;0;0;i
O75795;1;Y;n8-19c24/25o494-517i
O75800;0;0;i
O75807;0;0;i
O75808;0;0;i
O75815;0;0;i
O75817;0;0;i
O75818;0;0;i
O75821;0;0;i
O75822;0;0;i
O75828;0;0;i
O75829;1;0;i42-65o
O75832;0;0;i
O75838;0;0;i
O75840;0;0;i
O75841;4;0;i12-37o57-81i88-110o233-255i
O75843;0;0;i
O75844;7;0;o20-38i77-102o122-144i171-189o195-216i357-379o385-410i
O75845;3;0;o31-58i79-99o119-138i
O75864;0;0;i
O75865;0;0;i
O75871;1;0;o152-176i
O75874;0;0;i
O75879;0;0;i
O75880;1;0;o93-112i
O75881;2;0;o17-37i289-309o
O75882;2;0;i61-78o1279-1303i
O75884;0;0;i
O75886;0;0;i
O75888;1;0;o29-50i
O75891;0;0;i
O75896;0;0;i
O75897;0;0;i
O75899;7;Y;n23-33c45/46o479-502i522-543o555-576i597-618o653-676i696-712o718-741i
O75900;1;0;o20-38i
O75907;9;0;i88-109o129-151i163-186o192-210i282-301o332-353i401-420o426-444i456-474o
O75908;9;0;i123-144o156-175i196-218o263-282i302-324o344-367i421-438o444-463i475-492o
O75909;0;0;i
O75911;1;0;o6-29i
O75912;0;0;i
O75914;0;0;i
O75915;4;0;i40-61o67-85i97-113o119-139i
O75916;0;0;i
O75920;1;0;i77-99o
O75923;1;0;o2045-2067i
O75925;0;0;i
O75928;0;0;i
O75934;0;0;i
O75935;0;0;i
O75936;0;0;i
O75937;0;0;i
O75940;0;0;i
O75943;0;0;i
O75951;0;Y;n4-16c24/25o
O75952;0;0;i
O75955;0;0;i
O75956;0;0;i
O75962;0;0;i
O75969;0;0;i
O75970;0;0;i
O75971;0;0;i
O75976;1;Y;n16-26c31/32o1300-1323i
O75995;0;0;i
O76003;0;0;i
O76011;0;0;i
O76013;0;0;i
O76014;0;0;i
O76015;0;0;i
O76021;0;Y;n4-15c23/24o
O76024;10;0;i314-334o340-365i405-423o429-447i459-481o493-516i528-549o561-582i594-613o633-652i
O76027;0;0;i
O76031;0;Y;n4-14c24/25o
O76036;1;Y;n4-15c21/22o256-274i
O76039;0;0;i
O76041;0;0;i
O76050;0;0;i
O76054;0;0;i
O76061;0;Y;n11-19c24/25o
O76062;7;Y;n17-28c36/37o60-79i100-123o129-149i221-239o254-273i285-304o355-384i
O76064;0;0;i
O76070;0;0;i
O76071;0;0;i
O76074;0;0;i
O76075;0;0;i
O76076;0;Y;n7-18c23/24o
O76080;0;0;i
O76081;0;0;i
O76082;12;0;i20-44o140-159i171-189o195-217i229-253o259-277i338-360o372-394i401-419o425-449i461-483o489-509i
O76083;0;0;i
O76090;4;0;o31-50i71-94o235-257i269-287o
O76093;0;Y;n8-19c27/28o
O76094;0;0;i
O76095;1;Y;n16-25c30/31o105-126i
O76096;0;Y;n4-15c19/20o
O77932;0;0;i
O94759;7;0;o752-773i794-818o824-841i867-889o895-914i934-957o1023-1045i
O94760;0;0;i
O94761;0;0;i
O94762;0;0;i
O94763;0;0;i
O94766;0;Y;n8-18c23/24o
O94768;0;0;i
O94769;0;Y;n4-15c20/21o
O94776;0;0;i
O94777;2;0;i12-34o49-74i
O94778;6;0;i34-57o69-87i94-115o154-173i185-204o228-249i
O94779;0;Y;n7-17c21/22o
O94782;0;0;i
O94788;0;0;i
O94804;0;0;i
O94805;0;0;i
O94806;0;0;i
O94808;0;0;i
O94810;0;0;i
O94811;0;0;i
O94812;0;0;i
O94813;0;Y;n9-20c25/26o
O94817;0;0;i
O94818;0;0;i
O94822;0;0;i
O94823;10;0;i90-107o113-131i315-338o365-387i1113-1132o1144-1165i1195-1216o1222-1241i1253-1272o1297-1316i
O94826;1;0;o39-59i
O94827;0;0;i
O94829;0;0;i
O94830;0;0;i
O94832;0;0;i
O94842;0;0;i
O94844;0;0;i
O94850;0;0;i
O94851;0;0;i
O94854;0;0;i
O94855;0;0;i
O94856;1;Y;n9-19c24/25o1217-1238i
O94864;0;0;i
O94868;0;0;i
O94874;0;0;i
O94875;0;0;i
O94876;2;0;o589-612i624-645o
O94880;0;0;i
O94885;0;0;i
O94886;9;0;o49-71i146-166o192-211i419-442o462-485i506-529o611-641i662-684o696-720i
O94887;0;0;i
O94888;0;0;i
O94892;0;0;i
O94898;1;Y;n24-35c39/40o803-829i
O94900;0;0;i
O94901;3;0;i226-247o259-282i289-308o
O94905;0;Y;n4-16c21/22o
O94906;0;Y;n8-16c24/25o
O94907;0;Y;n3-14c22/23o
O94910;7;Y;n4-15c20/21o858-885i897-914o929-953i965-984o1004-1027i1048-1071o1077-1100i
O94911;14;0;i31-48o224-244i265-288o294-320i332-353o359-377i397-419o862-879i1021-1044o1064-1086i1098-1123o1135-1157i1164-1186o1198-1220i
O94913;0;0;i
O94915;0;0;i
O94916;0;0;i
O94919;3;Y;n6-16c21/22o345-364i411-435o455-482i
O94921;0;0;i
O94923;0;Y;n13-28c33/34o
O94925;0;Y;n13-23c28/29o
O94927;0;0;i
O94929;0;0;i
O94933;1;Y;n15-25c30/31o655-679i
O94941;0;0;i
O94953;0;0;i
O94955;0;0;i
O94956;12;0;i50-69o89-110i117-138o188-213i225-253o273-297i372-394o406-432i444-464o560-587i608-631o651-673i
O94964;0;0;i
O94966;1;0;o1291-1312i
O94967;0;0;i
O94972;0;0;i
O94973;0;0;i
O94979;0;0;i
O94983;0;0;i
O94985;1;Y;n8-23c28/29o860-880i
O94986;0;0;i
O94989;0;0;i
O94991;1;0;o665-688i
O94992;0;0;i
O94993;0;0;i
O95045;0;0;i
O95047;7;0;o22-47i59-81o101-125i137-161o206-227i239-260o272-291i
O95049;0;0;i
O95050;0;0;i
O95057;0;0;i
O95059;0;0;i
O95067;0;0;i
O95069;6;0;i64-83o139-160i172-192o223-244i256-274o289-311i
O95070;5;0;i139-161o167-192i204-224o230-249i270-288o
O95071;0;0;i
O95072;1;0;o510-529i
O95073;0;0;i
O95096;0;0;i
O95104;0;0;i
O95125;0;0;i
O95136;7;0;o35-58i70-92o112-128i149-169o189-210i230-250o270-290i
O95139;1;0;i68-86o
O95140;1;0;o629-647i
O95147;0;0;i
O95149;0;0;i
O95150;1;0;i35-56o
O95153;0;0;i
O95154;0;0;i
O95155;0;0;i
O95159;1;0;i265-283o
O95163;0;0;i
O95166;0;0;i
O95167;1;0;o18-39i
O95168;1;0;o87-105i
O95169;1;0;o124-146i
O95171;0;0;i
O95180;23;0;o101-120i141-161o233-256i366-387o393-418i794-812o824-845i857-876o915-937i957-972o992-1015i1295-1313o1333-1353i1365-1386o1430-1452i1489-1511o1531-1555i1617-1634o1654-1673i1725-1746o1752-1772i1784-1804o1839-1860i
O95182;0;0;i
O95183;1;0;i71-93o
O95185;1;Y;n12-31c39/40o377-402i
O95196;1;Y;n16-27c33/34o419-444i
O95197;3;0;o864-887i944-966o972-994i
O95198;0;0;i
O95201;0;0;i
O95202;1;0;i206-229o
O95206;1;Y;n11-24c29/30o750-774i
O95208;0;0;i
O95210;0;Y;n7-20c25/26o
O95214;4;0;i7-30o36-56i68-88o94-120i
O95218;0;0;i
O95219;0;0;i
O95229;0;0;i
O95231;0;0;i
O95232;0;0;i
O95235;0;0;i
O95236;0;0;i
O95237;1;Y;n8-19c31/32o195-228i
O95238;0;0;i
O95239;0;0;i
O95243;0;0;i
O95248;0;0;i
O95249;1;0;i231-249o
O95251;0;0;i
O95255;13;0;o35-54i74-92o104-122i129-148o168-187i306-327o347-366i424-445o451-469i530-553o990-1014i1066-1083o1089-1107i
O95256;1;Y;n2-9c14/15o359-382i
O95257;0;0;i
O95258;0;Y;n2-12c19/20o
O95259;4;0;o220-239i376-400o449-466i478-502o
O95263;0;0;i
O95264;4;Y;n5-16c21/22o240-259i271-289o301-322i420-438o
O95267;0;0;i
O95271;0;0;i
O95273;0;Y;n4-11c15/16o
O95274;1;Y;n13-24c30/31o327-345i
O95278;0;0;i
O95279;6;0;o6-26i85-104o116-137i158-182o194-213i225-244o
O95292;1;0;i224-242o
O95294;0;0;i
O95295;0;0;i
O95297;1;Y;n20-31c37/38o165-191i
O95298;2;0;o30-47i59-75o
O95299;0;Y;n5-15c19/20o
O95302;0;Y;n13-20c24/25o
O95319;0;0;i
O95340;0;0;i
O95342;12;0;i59-83o144-166i217-236o242-263i320-342o354-373i752-775o795-821i876-896o902-922i978-996o1016-1035i
O95343;0;0;i
O95347;0;0;i
O95352;0;0;i
O95359;0;0;i
O95361;0;0;i
O95363;0;0;i
O95365;0;0;i
O95372;0;0;i
O95373;0;0;i
O95376;0;0;i
O95377;4;0;i20-39o77-97i128-149o185-210i
O95379;0;0;i
O95382;0;0;i
O95388;0;Y;n4-15c22/23o
O95389;0;Y;n4-15c20/21o
O95390;0;Y;n3-16c24/25o
O95391;0;0;i
O95393;0;Y;n4-15c21/22o
O95394;0;0;i
O95395;1;0;i12-31o
O95396;0;0;i
O95398;0;0;i
O95399;0;Y;n4-15c20/21o
O95400;0;0;i
O95402;0;0;i
O95405;0;0;i
O95406;3;0;i7-29o56-82i123-142o
O95407;0;Y;n11-22c29/30o
O95409;0;0;i
O95415;1;0;o90-112i
O95416;0;0;i
O95425;0;0;i
O95427;15;Y;n2-13c31/32o441-463i483-500o506-523i532-551o563-581i593-611o617-638i650-668o680-701i706-724o730-746i787-805o825-848i860-880o892-912i
O95428;0;Y;n3-11c18/19o
O95429;0;0;i
O95433;0;0;i
O95436;10;0;i101-124o144-168i180-202o222-241i362-387o407-428i435-455o485-505i525-548o554-575i
O95445;0;0;i
O95447;0;0;i
O95450;0;Y;n11-24c42/43o
O95452;4;0;i23-41o77-98i132-158o191-215i
O95453;0;0;i
O95456;0;0;i
O95460;0;Y;n3-14c21/22o
O95461;1;0;i12-31o
O95466;0;0;i
O95467;0;Y;n31-42c46/47o
O95470;1;0;o42-61i
O95471;3;Y;n5-16c24/25o70-97i118-141o161-182i
O95475;0;0;i
O95476;0;Y;n6-13c17/18o
O95477;14;0;i25-46o640-660i680-704o716-736i743-763o775-797i818-842o1347-1368i1655-1677o1697-1723i1735-1754o1766-1790i1802-1820o1853-1875i
O95479;0;Y;n5-14c19/20o
O95484;3;Y;n8-19c25/26o79-105i117-144o164-184i
O95486;1;0;o890-907i
O95487;0;0;i
O95490;7;Y;n10-20c29/30o845-870i882-900o906-930i951-971o991-1014i1035-1058o1064-1087i
O95497;0;Y;n5-16c21/22o
O95498;1;Y;n8-18c22/23o499-518i
O95500;3;Y;n5-16c21/22o82-105i117-140o160-183i
O95503;0;0;i
O95528;9;Y;n7-18c23/24o49-71i83-102o108-127i134-157o269-291i298-321o410-435i447-467o479-497i
O95544;0;0;i
O95551;0;0;i
O95562;4;0;i36-57o63-87i99-119o125-146i
O95563;3;0;o41-61i73-90o96-115i
O95568;0;0;i
O95571;0;0;i
O95573;1;0;i21-44o
O95600;0;0;i
O95602;0;0;i
O95613;0;0;i
O95619;0;0;i
O95622;13;0;o197-216i237-262o268-288i300-319o325-343i350-367o379-400i761-782o788-813i834-855o909-927i934-955o984-1003i
O95628;0;0;i
O95630;0;0;i
O95631;0;Y;n8-19c24/25o
O95633;0;0;i
O95639;0;0;i
O95644;0;0;i
O95670;0;0;i
O95671;0;0;i
O95672;1;0;i60-82o
O95674;8;0;i69-89o95-117i124-141o168-186i193-215o221-247i259-281o337-357i
O95677;0;0;i
O95678;0;0;i
O95684;0;0;i
O95696;0;0;i
O95704;0;0;i
O95707;0;0;i
O95711;0;Y;n4-15c20/21o
O95714;0;0;i
O95715;0;Y;n15-26c34/35o
O95716;0;0;i
O95718;0;0;i
O95721;0;0;i
O95727;1;Y;n5-12c17/18o288-310i
O95741;0;0;i
O95747;0;0;i
